# DUSTEM: Heat Capacity 
# 
# 
# 
# nr of sizes
# sizes (microns)
# nr of T-values
# log T(K) log C_1...log C_ns (erg/K/cm3)
          70
 3.0000E-03  3.2965E-03  3.6222E-03  3.9802E-03  4.3735E-03  4.8057E-03  5.2805E-03  5.8024E-03  6.3757E-03  7.0058E-03  7.6981E-03  8.4588E-03  9.2947E-03  1.0213E-02  1.1222E-02  1.2331E-02  1.3550E-02  1.4889E-02  1.6360E-02  1.7977E-02  1.9754E-02  2.1706E-02  2.3851E-02  2.6207E-02  2.8797E-02  3.1643E-02  3.4770E-02  3.8206E-02  4.1981E-02  4.6130E-02  5.0688E-02  5.5697E-02  6.1201E-02  6.7249E-02  7.3895E-02  8.1197E-02  8.9221E-02  9.8037E-02  1.0773E-01  1.1837E-01  1.3007E-01  1.4292E-01  1.5704E-01  1.7256E-01  1.8962E-01  2.0835E-01  2.2894E-01  2.5157E-01  2.7643E-01  3.0374E-01  3.3376E-01  3.6674E-01  4.0298E-01  4.4280E-01  4.8656E-01  5.3464E-01  5.8747E-01  6.4553E-01  7.0932E-01  7.7941E-01  8.5643E-01  9.4107E-01  1.0341E+00  1.1362E+00  1.2485E+00  1.3719E+00  1.5075E+00  1.6564E+00  1.8201E+00  2.0000E+00
          30
-1.0000E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00  1.0524E+00
-8.3797E-01  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00  1.4759E+00
-6.7592E-01  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00  1.8000E+00
-5.1390E-01  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00  2.1240E+00
-3.5186E-01  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00  2.4481E+00
-1.8983E-01  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00  2.7722E+00
-2.7797E-02  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00  3.0963E+00
 1.3424E-01  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00  3.4204E+00
 2.9627E-01  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00  3.7445E+00
 4.5831E-01  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00  4.0687E+00
